date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/18,Furnished 3br home on lavender farm,https://sfbay.craigslist.org/sfc/apa/d/rough-and-ready-furnished-3br-home-on/7579733483.html,"$3,950",3br,2000,Grass Valley,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/18,ALL UTILITIES INCLUDED - READY MOVE-IN. - BRIGHT and CHARMING STUDIO,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-all-utilities-included/7577955260.html,"$1,850",0br,,lower nob hill,1,"['apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,$0 Deposit - Spacious Remodeled Studio! 1.5 Months Free!!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-deposit-spacious/7579740297.html,"$1,795",0br,,tenderloin,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Hayes Valley Remodeled 1BR! $0 Deposit - 1 MONTH FREE; Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-remodeled/7579740175.html,"$2,795",1br,,hayes valley,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,$0 Security Deposit-Hayes Valley Remodeled 1BR!*1 Month Free*UnitW/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-security-deposit-hayes/7579740086.html,"$2,895",1br,,hayes valley,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Top Floor Large Studio! $0 Security Deposit - 1.5 Months Free! Pets OK,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-large-studio/7579739869.html,"$1,795",0br,,tenderloin,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,3 bedroom/ 1 bath apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath-apartment/7576751628.html,"$3,400",3br,1100,San Francisco,1,"['apartment', 'no laundry on site', 'street parking', 'rent period: monthly']"
1/18,"renovated 1 bedroom, Gated, Bustops",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-bedroom-gated/7573956616.html,"$2,395",1br,,mission district,1,"['apartment', 'no laundry on site', 'street parking', 'rent period: monthly']"
1/18,"5 bedrooms, renovated, parking, Nice , Near hospital",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedrooms-renovated/7573472917.html,"$4,995",5br,,potrero hill,3,"['apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/18,SHOW SAT 1/21@1PM 1BR/1BA Top Floor Inner Sunset w/Parking Included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-show-sat-211pm-1br-1ba/7579738723.html,"$2,850",1br,,inner sunset / UCSF,1,['saturday 2023-01-21']
1/18,$0 Security Deposit - Remodeled 3BR/2BA! 1.5 Months Free; Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-security-deposit/7579738351.html,"$2,895",3br,,tenderloin,2,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,COZY APARTMENT,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-apartment/7579738235.html,"$1,995",1br,720,tenderloin,1,"['apartment', 'no laundry on site', 'street parking', 'rent period: monthly']"
1/18,Spacious Remodeled Studio/1BA! *1.5 MONTHS FREE - $0 Security Deposit*,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-remodeled-studio/7579738004.html,"$1,895",0br,,tenderloin,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,$0 Deposit - Remodeled Hayes Valley 1BR! 1 Month Free! Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-deposit-remodeled-hayes/7579737641.html,"$2,495",1br,,hayes valley,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"Resident Lounge, Co-Working Space, HVAC",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-resident-lounge-co/7577396224.html,"$3,377",1br,609,SOMA / south beach,1,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/18,"Amazing High end reno, all new 3bd/2ba flat, w/d  Pets, Must See!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-high-end-reno-all/7575441964.html,"$6,195",3br,1225,north beach / telegraph hill,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit', 'no parking', 'rent period: monthly']"
1/18,"Totally redone Awesome 4bd/2ba, pkg, pets, w/d, must see!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-totally-redone-awesome/7577068196.html,"$5,995",4br,1200,hayes valley,2,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly']"
1/18,Updated Studio in Downtown,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-studio-in-downtown/7570197719.html,"$1,800",0br,2500,San Francisco,1,"['apartment', 'laundry in bldg', 'street parking', 'rent period: monthly']"
1/18,Large Hayes Valley Remodeled 1BR! $0 Deposit - 1 MONTH FREE! Unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-hayes-valley/7579736936.html,"$2,895",1br,,hayes valley,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"1 MONTH FREE, PLUS REDUCED RATE on Amazing Studio!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-free-plus-reduced/7570061166.html,"$1,112",0br,371,nob hill,1,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'detached garage', 'rent period: monthly', 'wheelchair accessible']"
1/18,Luxurious 2BD/2BA in the Heart of Downtown San Francisco-6 Weeks Free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxurious-2bd-2ba-in-the/7579735425.html,"$3,495",2br,,downtown / civic / van ness,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"Resident Storage Lockers, Fireplace, Lounge Seating",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-resident-storage-lockers/7574979952.html,"$5,113",3br,1125,downtown / civic / van ness,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'street parking', 'rent period: monthly', 'wheelchair accessible']"
1/18,Beautiful Remodeled 1BR-Breathtaking Views! 1 Month Free;$0 Deposit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-remodeled-1br/7579735785.html,"$2,995",1br,,twin peaks / diamond hts,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Amazing one bedroom home with tons of space! Call today!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-one-bedroom-home/7578258435.html,"$3,617",2br,918,downtown / civic / van ness,2,"['apartment', 'w/d in unit', 'carport', 'rent period: monthly']"
1/18,Top Floor Remodeled Marina 3BR/2BA! $0 Deposit - 1 Month Free; Unit WD,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-remodeled/7579735374.html,"$6,395",3br,,marina / cow hollow,2,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Remodeled PacHeights 2BR! 1 Month Free - $0 Security Deposit; Unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-pacheights-2br/7579733645.html,"$4,095",2br,,pacific heights,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Remodeled Marina 1BR+Den! $0 Deposit - 1 Month Free; Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-marina-1brden/7579734017.html,"$2,595",1br,,marina / cow hollow,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,$0 Deposit - Russian Hill Remodeled 2BR/2BA! *1 Month Free* Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-deposit-russian-hill/7579733885.html,"$3,895",2br,,russian hill,2,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Lower Pac Heights Remodeled 1BR! 1 Month Free;$0 Deposit- Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lower-pac-heights/7579733176.html,"$2,995",1br,,lower pac hts,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"3RD FL, STDIO, QUIET,LIGHTED,DBLE PANED WND, HWD FL, WALK TO UN. SQ!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3rd-fl-stdio/7573157956.html,"$1,625",0br,,lower nob hill,1,"['apartment', 'laundry on site', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,"2ND FL, COZY 1 JR,QUIET,FACES CRTYRD, LIGHT, HWD FL,WALK DIST., UN SQ!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2nd-fl-cozy-jrquietfaces/7577226784.html,"$1,795",1br,,lower nob hill,1,"['apartment', 'laundry on site', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,"1 JR. BDRM., LOBBY LVL, COZY, NOT LIGHTED, FACES ST., 2 BLKS TO UN. SQ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-bdrm-lobby-lvl-cozy/7573730228.html,"$1,850",1br,,nob hill,split,"['apartment', 'laundry on site', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,TOP FLOOR STUDIO with DISHWASHER and HUGE WALK IN CLOSET!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-with/7579732076.html,"$2,095",0br,400,lower pac hts,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'rent period: monthly']"
1/18,Beautiful Remodeled 1BR! $0 Deposit - 1 Month Free; Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-remodeled-1br/7579731792.html,"$3,095",1br,,russian hill,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Furnished Hilltop 1BR Apartment with Stunning View,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hilltop-1br/7575770555.html,"$2,800",1br,490,bernal heights,1,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'street parking', 'rent period: weekly']"
1/18,Downtown Studio with 6 weeks free!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-downtown-studio-with/7579726138.html,"$1,895",0br,,downtown / civic / van ness,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,With a 99 Walk Score & 86 Transit Score The Mission's At Your Doorstep,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-with-99-walk-score-86/7579730593.html,"$3,500",2br,850,mission district,1,['saturday 2023-01-21']
1/18,"Spacious, Bright 3BR/1BA Flat in the Mission, W/D in Unit",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bright-3br-1ba/7578907511.html,"$4,195",3br,1200,mission district,1,"['application fee details: 40', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"Move in By 12/31,  Get 1 Month free + Plus reduced security of $250",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-move-in-by-get-month-free/7572089199.html,"$2,710",1br,590,lower nob hill,1,"['apartment', 'laundry on site', 'carport', 'rent period: monthly']"
1/18,Modern Noe Valley Luxury - Your Luxe Urban Oasis!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-noe-valley-luxury/7570473938.html,"$6,000",1br,,noe valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,Beautiful Victorian Restored 2 BR/split bath apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-victorian/7579728699.html,"$3,695",2br,1100,Inner Mission/Duboce Triangle,split,"['open house dates', 'wednesday 2023-02-01', 'saturday 2023-02-04', 'sunday 2023-02-05']"
1/18,Hayes Valley 1 bedroom apartment with balcony,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-bedroom/7578664757.html,"$2,350",1br,,hayes valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'rent period: monthly']"
1/18,Lovely Remodeled Russian Hill 3BR/2BA! 1 Mon Free-$0 Deposit; Unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-remodeled-russian/7579728172.html,"$5,195",3br,,russian hill,2,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Bright Remodeled Russian Hill 2BR! $0 Deposit - 1 Month Free; Unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-russian/7579727435.html,"$4,495",2br,,russian hill,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Spacious Renovated Russian Hill Studio! *1 Month Free - $0 Deposit*,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-renovated/7579726182.html,"$2,595",0br,,russian hill,1,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Remodeled Cole Valley 3BR/2BA! *$0 Deposit - 1 Month Free* Unit W/D!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-cole-valley-3br/7579725690.html,"$5,295",3br,1200,cole valley / ashbury hts,2,"['application fee details: $23 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"3 Bedroom NEAR DOLORES PARK, 1ST MONTH FREE! LIGHT, LAUNDRY, CLOSETS",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-near-dolores-park/7577916661.html,"$4,995",3br,1400,mission district,split,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,Newly Remodeled and Spacious Apartment for Rent!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-and/7575055699.html,"$2,400",2br,,inner sunset / UCSF,1,"['application fee details: $35', 'apartment', 'laundry in bldg', 'no smoking', 'street parking', 'rent period: monthly']"
1/18,Newly Renovated Garden Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-garden/7579723133.html,"$2,350",1br,,richmond / seacliff,1,"['cats are OK - purrr', 'apartment', 'no laundry on site', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,*****Remodeled 3 Bedroom Apartment in Nob Hill*****,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-bedroom/7573273375.html,"$4,500",3br,1350,nob hill,1,"['cats are OK - purrr', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,Beautiful 2 bedroom at The Post Apartment's,https://sfbay.craigslist.org/sfc/apa/d/pleasant-hill-beautiful-bedroom-at-the/7579693736.html,"$2,385",2br,734,city of san francisco,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'carport', 'rent period: monthly', 'wheelchair accessible']"
1/18,Room for rent!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-room-for-rent/7579698945.html,"$1,595",2br,,Presidio of San Francisco,1,"['dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking', 'rent period: monthly']"
1/18,3BR/2BA 1 Month Free! Washer/Dryer In Unit! Pet Friendly! Renovated!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-month-free-washer/7579717228.html,"$4,995",3br,,pacific heights,2,"['application fee details: $23.00', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/18,"1BR for Rent - Denslowe Drive/Holloway (Lakeside Dist.) SF, CA",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-for-rent-denslowe/7576073805.html,"$1,600",1br,,ingleside / SFSU / CCSF,1,['sunday 2023-01-08']
1/18,"FULLY FURNISHED, walk to waterfront, gym/pool, w/dryer,24hr drmn",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-walk-to/7577466015.html,"$3,000",1br,570,SOMA / south beach,1,"['apartment', 'w/d in unit', 'attached garage', 'rent period: monthly']"
